Product,PartNumber,MeterCategory,MeterSubCategory,MeterName,ResourceId,ResourceName,AdditionalInfo,PlanName,benefitId,benefitName
-0.007945011,0.028241778,-0.016757129,-0.02172083593904972,-0.024603093,0.04737417,0.019075939431786537,0.03317134082317352,0.013224023394286633,0.0,-0.009079372
-0.007855047,0.054032546,-0.016757129,-0.01722007803618908,-0.030940028,0.048070043,0.02471485175192356,0.03951520100235939,-0.019530192017555237,0.0,-0.009079372
0.011360374,0.03172676,-0.016757129,0.020525814965367317,0.014931589,0.044956,0.04857465252280235,0.03567632660269737,-0.014481299556791782,0.0,-0.009079372
0.0055333637,0.027022181,-0.018492049,-0.02784998156130314,-0.009453152,0.03505178,0.011620881967246532,0.0,-0.01408298034220934,0.0,-0.009079372
0.0027794584,0.03937794,-0.016757129,-0.010266296565532684,0.016171036,0.04502439,0.018205663189291954,0.044773250818252563,0.0,0.0450320802628994,-0.0077971467
-0.005780348,-0.0009997487,-0.016757129,-0.009618357755243778,-0.02889432,0.041223552,0.03339679166674614,0.03837071359157562,-0.016085689887404442,0.0,-0.009079372
0.003720456,0.025076387,-0.018492049,-0.027943827211856842,-0.0017170025,0.04546547,0.03187436982989311,0.0,0.04438791051506996,0.0,-0.009079372
0.008308592,0.00469891,-0.016757129,0.013676217757165432,0.02645501,0.043880135,0.012445422820746899,0.021924905478954315,0.008258290588855743,0.0,-0.009079372
-0.005499749,0.01380227,-0.018492049,-0.023461783304810524,-0.021247692,0.039090876,-0.004880701657384634,0.0,-0.0036992058157920837,0.0,-0.009079372
0.001641497,0.014562887,-0.018492049,-0.025664983317255974,-0.013712066,0.04772663,0.044559214264154434,0.0,-0.0015003284206613898,0.0,-0.009079372
-0.013810545,0.022665024,-0.027422367,0.0,-0.02919174,0.044287037,0.013349920511245728,0.04062264785170555,-0.029632633551955223,0.0,-0.009079372
-0.011308409,0.004672268,-0.022248268,-0.02415402978658676,-0.019539343,0.045083236,0.001328708021901548,0.03588060289621353,-0.007912606000900269,0.0,-0.009079372
-0.0020233418,0.019352429,-0.016757129,-0.010679193772375584,0.026666038,0.048959598,-0.0012497007846832275,0.03666991367936134,0.02666603773832321,0.0,-0.009079372
-0.0040333644,0.013375364,-0.018492049,-0.02784998156130314,-0.026493259,0.045553625,0.045124661177396774,0.0,-0.029632633551955223,0.0,-0.009079372
0.0074802637,0.01780309,-0.031481545,0.0,0.0045179105,0.050011184,0.029732638970017433,0.0,-0.0088614197447896,0.0,-0.009079372
-0.008259068,0.008558546,-0.024766603,0.0,-0.024409989,0.03771762,0.03647405281662941,0.0,-0.029632633551955223,0.0,-0.009079372
-0.006702114,0.0047766403,-0.018492049,-0.02937217615544796,0.0062884563,0.044835035,0.05584914609789848,0.0,-0.029632633551955223,0.0,-0.009079372
0.0053157657,0.025608458,-0.016757129,0.01577780209481716,0.011113357,0.044750173,0.022198447957634926,0.04464976489543915,0.0,0.04566781595349312,-0.014623289
0.0007332501,0.01017177,-0.018492049,-0.027943827211856842,-0.012394562,0.043185294,0.03172282874584198,0.0,-0.002266618190333247,0.0,-0.009079372
-0.0014895573,0.035143737,-0.016757129,-0.001879379153251648,-0.0070228777,0.042168383,0.03911517933011055,0.047531887888908386,0.0,0.04293765500187874,-0.006629035
